训练日志将同步写入: logs_multi\train_log_20260412_181635.txt

配置已保存到 checkpoints_multi\config_20260412_181635.json
创建数据加载器...

============================================================
使用多场景训练数据（4 种类型等量混合）
  类型: ['crossing', 'many_targets', 'high_maneuver', 'spindle']
============================================================


创建多场景训练集（seed=42）...

============================================================
多场景数据集: 4 种类型 × 500 = 2000 条场景
============================================================
  生成 crossing       × 500 条...
    200/500
    400/500
  生成 many_targets   × 500 条...
    200/500
    400/500
  生成 high_maneuver  × 500 条...
    200/500
    400/500
  生成 spindle        × 500 条...
    200/500
    400/500
数据集生成完毕！

创建多场景验证集（seed=142）...

============================================================
多场景数据集: 4 种类型 × 50 = 200 条场景
============================================================
  生成 crossing       × 50 条...
  生成 many_targets   × 50 条...
  生成 high_maneuver  × 50 条...
  生成 spindle        × 50 条...
数据集生成完毕！

创建多场景测试集（seed=242）...

============================================================
多场景数据集: 4 种类型 × 50 = 200 条场景
============================================================
  生成 crossing       × 50 条...
  生成 many_targets   × 50 条...
  生成 high_maneuver  × 50 条...
  生成 spindle        × 50 条...
数据集生成完毕！
测试集 'crossing' 已保存 → checkpoints_multi\test_scenarios_crossing.pkl（50 条）
测试集 'many_targets' 已保存 → checkpoints_multi\test_scenarios_many_targets.pkl（50 条）
测试集 'high_maneuver' 已保存 → checkpoints_multi\test_scenarios_high_maneuver.pkl（50 条）
测试集 'spindle' 已保存 → checkpoints_multi\test_scenarios_spindle.pkl（50 条）
训练集 'crossing' 已保存 → checkpoints_multi\train_scenarios_crossing.pkl（500 条）
训练集 'many_targets' 已保存 → checkpoints_multi\train_scenarios_many_targets.pkl（500 条）
训练集 'high_maneuver' 已保存 → checkpoints_multi\train_scenarios_high_maneuver.pkl（500 条）
训练集 'spindle' 已保存 → checkpoints_multi\train_scenarios_spindle.pkl（500 条）
训练批次数: 813
验证批次数: 82
测试批次数: 82
创建模型...
可训练参数数量: 20,531,992

开始训练...
步骤 0/300000 | 总损失: 4.6024 | 关联损失: 3.3459 | 关联准确率: 0.6% | 滤波损失: 1.2565 | 位置误差: 31775.4m | LR: 1.00e-04
步骤 4600/300000 | 总损失: 0.2707 | 关联损失: 0.2371 | 关联准确率: 89.3% | 滤波损失: 0.0336 | 位置误差: 3058.3m | LR: 1.00e-04
步骤 4700/300000 | 总损失: 0.2071 | 关联损失: 0.1842 | 关联准确率: 92.1% | 滤波损失: 0.0229 | 位置误差: 2726.1m | LR: 1.00e-04
步骤 4800/300000 | 总损失: 0.3349 | 关联损失: 0.2911 | 关联准确率: 86.6% | 滤波损失: 0.0439 | 位置误差: 3823.7m | LR: 1.00e-04
步骤 4900/300000 | 总损失: 0.2274 | 关联损失: 0.1995 | 关联准确率: 90.6% | 滤波损失: 0.0278 | 位置误差: 2788.7m | LR: 1.00e-04
步骤 5000/300000 | 总损失: 0.3514 | 关联损失: 0.2979 | 关联准确率: 87.7% | 滤波损失: 0.0535 | 位置误差: 3692.1m | LR: 1.00e-04

验证中...
验证(全量) - 总损失: 0.2475 | 关联准确率: 91.2% | 位置误差: 2537.6m | OSPA: 0.0423 | 位置OSPA: 0.0423 | 数量OSPA: 0.0000
  分场景关联准确率 → crossing: 87.1% | many_targets: 92.6% | high_maneuver: 92.8% | spindle: 91.5%
保存最佳模型，OSPA: 0.0423
步骤 5100/300000 | 总损失: 0.2313 | 关联损失: 0.1950 | 关联准确率: 91.3% | 滤波损失: 0.0363 | 位置误差: 2696.1m | LR: 1.00e-04
步骤 5200/300000 | 总损失: 0.3016 | 关联损失: 0.2689 | 关联准确率: 88.1% | 滤波损失: 0.0328 | 位置误差: 2910.8m | LR: 1.00e-04
步骤 5300/300000 | 总损失: 0.2952 | 关联损失: 0.2432 | 关联准确率: 88.6% | 滤波损失: 0.0520 | 位置误差: 3471.5m | LR: 1.00e-04
步骤 5400/300000 | 总损失: 0.2318 | 关联损失: 0.2107 | 关联准确率: 90.3% | 滤波损失: 0.0211 | 位置误差: 2508.4m | LR: 1.00e-04
步骤 5500/300000 | 总损失: 0.2591 | 关联损失: 0.2266 | 关联准确率: 90.4% | 滤波损失: 0.0326 | 位置误差: 2785.3m | LR: 1.00e-04
步骤 5600/300000 | 总损失: 0.2260 | 关联损失: 0.2038 | 关联准确率: 90.5% | 滤波损失: 0.0222 | 位置误差: 2417.7m | LR: 1.00e-04
步骤 5700/300000 | 总损失: 0.1887 | 关联损失: 0.1734 | 关联准确率: 91.6% | 滤波损失: 0.0153 | 位置误差: 1722.3m | LR: 1.00e-04
步骤 5800/300000 | 总损失: 0.2036 | 关联损失: 0.1850 | 关联准确率: 92.0% | 滤波损失: 0.0186 | 位置误差: 2063.5m | LR: 1.00e-04
步骤 5900/300000 | 总损失: 0.1785 | 关联损失: 0.1686 | 关联准确率: 92.7% | 滤波损失: 0.0098 | 位置误差: 1506.9m | LR: 1.00e-04
步骤 6000/300000 | 总损失: 0.1791 | 关联损失: 0.1561 | 关联准确率: 93.0% | 滤波损失: 0.0230 | 位置误差: 2201.8m | LR: 1.00e-04
步骤 6100/300000 | 总损失: 0.2025 | 关联损失: 0.1919 | 关联准确率: 91.3% | 滤波损失: 0.0107 | 位置误差: 1663.8m | LR: 1.00e-04
步骤 6200/300000 | 总损失: 0.2671 | 关联损失: 0.2326 | 关联准确率: 89.8% | 滤波损失: 0.0345 | 位置误差: 3188.1m | LR: 1.00e-04
步骤 6300/300000 | 总损失: 0.1555 | 关联损失: 0.1447 | 关联准确率: 93.5% | 滤波损失: 0.0108 | 位置误差: 1401.5m | LR: 1.00e-04
步骤 6400/300000 | 总损失: 0.2357 | 关联损失: 0.1979 | 关联准确率: 90.3% | 滤波损失: 0.0378 | 位置误差: 2624.2m | LR: 1.00e-04
步骤 6500/300000 | 总损失: 0.2084 | 关联损失: 0.1940 | 关联准确率: 91.2% | 滤波损失: 0.0144 | 位置误差: 1702.0m | LR: 1.00e-04
步骤 6600/300000 | 总损失: 0.1762 | 关联损失: 0.1670 | 关联准确率: 91.5% | 滤波损失: 0.0092 | 位置误差: 1514.0m | LR: 1.00e-04
步骤 6700/300000 | 总损失: 0.1647 | 关联损失: 0.1517 | 关联准确率: 92.7% | 滤波损失: 0.0129 | 位置误差: 1753.3m | LR: 1.00e-04
步骤 6800/300000 | 总损失: 0.1690 | 关联损失: 0.1529 | 关联准确率: 94.4% | 滤波损失: 0.0161 | 位置误差: 1642.6m | LR: 1.00e-04
步骤 6900/300000 | 总损失: 0.2237 | 关联损失: 0.1943 | 关联准确率: 91.2% | 滤波损失: 0.0294 | 位置误差: 2307.3m | LR: 1.00e-04
步骤 7000/300000 | 总损失: 0.1867 | 关联损失: 0.1691 | 关联准确率: 92.5% | 滤波损失: 0.0176 | 位置误差: 1810.0m | LR: 1.00e-04
步骤 7100/300000 | 总损失: 0.2329 | 关联损失: 0.1986 | 关联准确率: 90.7% | 滤波损失: 0.0343 | 位置误差: 2693.5m | LR: 1.00e-04
步骤 7200/300000 | 总损失: 0.1804 | 关联损失: 0.1577 | 关联准确率: 92.4% | 滤波损失: 0.0227 | 位置误差: 2170.4m | LR: 1.00e-04
步骤 7300/300000 | 总损失: 0.1809 | 关联损失: 0.1675 | 关联准确率: 92.5% | 滤波损失: 0.0134 | 位置误差: 1845.3m | LR: 1.00e-04
步骤 7400/300000 | 总损失: 0.1910 | 关联损失: 0.1719 | 关联准确率: 92.4% | 滤波损失: 0.0190 | 位置误差: 1851.7m | LR: 1.00e-04
步骤 7500/300000 | 总损失: 0.1989 | 关联损失: 0.1944 | 关联准确率: 91.9% | 滤波损失: 0.0045 | 位置误差: 1281.4m | LR: 1.00e-04
步骤 7600/300000 | 总损失: 0.2062 | 关联损失: 0.1856 | 关联准确率: 91.4% | 滤波损失: 0.0206 | 位置误差: 2360.6m | LR: 1.00e-04
步骤 7700/300000 | 总损失: 0.2038 | 关联损失: 0.1848 | 关联准确率: 91.5% | 滤波损失: 0.0190 | 位置误差: 2120.6m | LR: 1.00e-04
步骤 7800/300000 | 总损失: 0.1719 | 关联损失: 0.1602 | 关联准确率: 92.2% | 滤波损失: 0.0117 | 位置误差: 1588.1m | LR: 1.00e-04
步骤 7900/300000 | 总损失: 0.1745 | 关联损失: 0.1653 | 关联准确率: 92.6% | 滤波损失: 0.0092 | 位置误差: 1566.8m | LR: 1.00e-04
步骤 8000/300000 | 总损失: 0.1873 | 关联损失: 0.1750 | 关联准确率: 91.3% | 滤波损失: 0.0123 | 位置误差: 1608.6m | LR: 1.00e-04
步骤 8100/300000 | 总损失: 0.1863 | 关联损失: 0.1761 | 关联准确率: 92.7% | 滤波损失: 0.0103 | 位置误差: 1614.0m | LR: 1.00e-04
步骤 8200/300000 | 总损失: 0.1639 | 关联损失: 0.1485 | 关联准确率: 92.6% | 滤波损失: 0.0154 | 位置误差: 1862.3m | LR: 1.00e-04
步骤 8300/300000 | 总损失: 0.2038 | 关联损失: 0.1930 | 关联准确率: 91.5% | 滤波损失: 0.0108 | 位置误差: 1694.3m | LR: 1.00e-04
步骤 8400/300000 | 总损失: 0.2096 | 关联损失: 0.1897 | 关联准确率: 91.1% | 滤波损失: 0.0199 | 位置误差: 2098.8m | LR: 1.00e-04
步骤 8500/300000 | 总损失: 0.1847 | 关联损失: 0.1649 | 关联准确率: 92.8% | 滤波损失: 0.0198 | 位置误差: 2097.8m | LR: 1.00e-04
步骤 8600/300000 | 总损失: 0.1906 | 关联损失: 0.1791 | 关联准确率: 91.6% | 滤波损失: 0.0115 | 位置误差: 1719.1m | LR: 1.00e-04
步骤 8700/300000 | 总损失: 0.1837 | 关联损失: 0.1686 | 关联准确率: 92.0% | 滤波损失: 0.0150 | 位置误差: 2041.2m | LR: 1.00e-04
步骤 8800/300000 | 总损失: 0.1830 | 关联损失: 0.1569 | 关联准确率: 93.4% | 滤波损失: 0.0261 | 位置误差: 2029.1m | LR: 1.00e-04
步骤 8900/300000 | 总损失: 0.1566 | 关联损失: 0.1461 | 关联准确率: 93.4% | 滤波损失: 0.0106 | 位置误差: 1620.7m | LR: 1.00e-04
步骤 9000/300000 | 总损失: 0.2179 | 关联损失: 0.1863 | 关联准确率: 90.8% | 滤波损失: 0.0316 | 位置误差: 2620.3m | LR: 1.00e-04
步骤 9100/300000 | 总损失: 0.1809 | 关联损失: 0.1584 | 关联准确率: 92.6% | 滤波损失: 0.0225 | 位置误差: 2053.6m | LR: 1.00e-04
步骤 9200/300000 | 总损失: 0.1366 | 关联损失: 0.1288 | 关联准确率: 94.7% | 滤波损失: 0.0078 | 位置误差: 1391.6m | LR: 1.00e-04
步骤 9300/300000 | 总损失: 0.1661 | 关联损失: 0.1541 | 关联准确率: 92.8% | 滤波损失: 0.0120 | 位置误差: 1599.1m | LR: 1.00e-04
步骤 9400/300000 | 总损失: 0.1574 | 关联损失: 0.1488 | 关联准确率: 91.9% | 滤波损失: 0.0086 | 位置误差: 1429.0m | LR: 1.00e-04
步骤 9500/300000 | 总损失: 0.1647 | 关联损失: 0.1437 | 关联准确率: 93.3% | 滤波损失: 0.0209 | 位置误差: 1837.1m | LR: 1.00e-04
步骤 9600/300000 | 总损失: 0.1508 | 关联损失: 0.1460 | 关联准确率: 93.5% | 滤波损失: 0.0048 | 位置误差: 1204.2m | LR: 1.00e-04
步骤 9700/300000 | 总损失: 0.2009 | 关联损失: 0.1830 | 关联准确率: 91.7% | 滤波损失: 0.0179 | 位置误差: 1943.5m | LR: 1.00e-04
步骤 9800/300000 | 总损失: 0.2246 | 关联损失: 0.2012 | 关联准确率: 90.8% | 滤波损失: 0.0234 | 位置误差: 2172.6m | LR: 1.00e-04
步骤 9900/300000 | 总损失: 0.1381 | 关联损失: 0.1300 | 关联准确率: 94.2% | 滤波损失: 0.0081 | 位置误差: 1207.4m | LR: 1.00e-04
步骤 10000/300000 | 总损失: 0.2094 | 关联损失: 0.1746 | 关联准确率: 92.3% | 滤波损失: 0.0348 | 位置误差: 2451.1m | LR: 1.00e-04

验证中...
验证(全量) - 总损失: 0.2057 | 关联准确率: 93.4% | 位置误差: 2078.2m | OSPA: 0.0322 | 位置OSPA: 0.0322 | 数量OSPA: 0.0000
  分场景关联准确率 → crossing: 90.0% | many_targets: 94.1% | high_maneuver: 94.5% | spindle: 94.1%
保存最佳模型，OSPA: 0.0322
保存检查点，步骤 10000
步骤 10100/300000 | 总损失: 0.1811 | 关联损失: 0.1671 | 关联准确率: 92.2% | 滤波损失: 0.0140 | 位置误差: 1705.6m | LR: 1.00e-04
步骤 10200/300000 | 总损失: 0.1669 | 关联损失: 0.1555 | 关联准确率: 93.1% | 滤波损失: 0.0114 | 位置误差: 1385.3m | LR: 1.00e-04
步骤 10300/300000 | 总损失: 0.1906 | 关联损失: 0.1649 | 关联准确率: 91.6% | 滤波损失: 0.0257 | 位置误差: 2162.9m | LR: 1.00e-04
步骤 10400/300000 | 总损失: 0.1752 | 关联损失: 0.1625 | 关联准确率: 92.3% | 滤波损失: 0.0127 | 位置误差: 1683.5m | LR: 1.00e-04
步骤 10500/300000 | 总损失: 0.1758 | 关联损失: 0.1576 | 关联准确率: 93.2% | 滤波损失: 0.0182 | 位置误差: 1716.8m | LR: 1.00e-04
步骤 10600/300000 | 总损失: 0.1461 | 关联损失: 0.1366 | 关联准确率: 93.3% | 滤波损失: 0.0095 | 位置误差: 1127.9m | LR: 1.00e-04
步骤 10700/300000 | 总损失: 0.1759 | 关联损失: 0.1622 | 关联准确率: 93.0% | 滤波损失: 0.0137 | 位置误差: 1462.1m | LR: 1.00e-04
步骤 10800/300000 | 总损失: 0.1661 | 关联损失: 0.1560 | 关联准确率: 92.9% | 滤波损失: 0.0101 | 位置误差: 1371.0m | LR: 1.00e-04
步骤 10900/300000 | 总损失: 0.1965 | 关联损失: 0.1843 | 关联准确率: 90.4% | 滤波损失: 0.0121 | 位置误差: 1623.6m | LR: 1.00e-04
步骤 11000/300000 | 总损失: 0.1467 | 关联损失: 0.1365 | 关联准确率: 93.5% | 滤波损失: 0.0102 | 位置误差: 1499.4m | LR: 1.00e-04
步骤 11100/300000 | 总损失: 0.1704 | 关联损失: 0.1567 | 关联准确率: 92.5% | 滤波损失: 0.0137 | 位置误差: 1677.8m | LR: 1.00e-04
步骤 11200/300000 | 总损失: 0.1393 | 关联损失: 0.1293 | 关联准确率: 95.7% | 滤波损失: 0.0100 | 位置误差: 1300.0m | LR: 1.00e-04
步骤 11300/300000 | 总损失: 0.1773 | 关联损失: 0.1645 | 关联准确率: 92.2% | 滤波损失: 0.0128 | 位置误差: 1733.1m | LR: 1.00e-04
步骤 11400/300000 | 总损失: 0.1668 | 关联损失: 0.1527 | 关联准确率: 93.5% | 滤波损失: 0.0141 | 位置误差: 1518.3m | LR: 1.00e-04
步骤 11500/300000 | 总损失: 0.1658 | 关联损失: 0.1483 | 关联准确率: 92.5% | 滤波损失: 0.0175 | 位置误差: 1723.0m | LR: 1.00e-04
步骤 11600/300000 | 总损失: 0.1826 | 关联损失: 0.1635 | 关联准确率: 92.8% | 滤波损失: 0.0191 | 位置误差: 1841.8m | LR: 1.00e-04
步骤 11700/300000 | 总损失: 0.1633 | 关联损失: 0.1548 | 关联准确率: 93.1% | 滤波损失: 0.0085 | 位置误差: 1503.0m | LR: 1.00e-04
步骤 11800/300000 | 总损失: 0.1531 | 关联损失: 0.1372 | 关联准确率: 93.4% | 滤波损失: 0.0159 | 位置误差: 1749.6m | LR: 1.00e-04
步骤 11900/300000 | 总损失: 0.2120 | 关联损失: 0.1839 | 关联准确率: 90.3% | 滤波损失: 0.0281 | 位置误差: 2152.8m | LR: 1.00e-04
步骤 12000/300000 | 总损失: 0.1526 | 关联损失: 0.1390 | 关联准确率: 93.1% | 滤波损失: 0.0136 | 位置误差: 1464.1m | LR: 1.00e-04
步骤 12100/300000 | 总损失: 0.1305 | 关联损失: 0.1173 | 关联准确率: 95.0% | 滤波损失: 0.0131 | 位置误差: 1441.4m | LR: 1.00e-04
步骤 12200/300000 | 总损失: 0.1591 | 关联损失: 0.1475 | 关联准确率: 93.5% | 滤波损失: 0.0116 | 位置误差: 1449.8m | LR: 1.00e-04
步骤 12300/300000 | 总损失: 0.1650 | 关联损失: 0.1540 | 关联准确率: 92.2% | 滤波损失: 0.0110 | 位置误差: 1372.3m | LR: 1.00e-04
步骤 12400/300000 | 总损失: 0.1417 | 关联损失: 0.1247 | 关联准确率: 93.8% | 滤波损失: 0.0171 | 位置误差: 1587.8m | LR: 1.00e-04
步骤 12500/300000 | 总损失: 0.1711 | 关联损失: 0.1615 | 关联准确率: 93.1% | 滤波损失: 0.0096 | 位置误差: 1363.6m | LR: 1.00e-04
步骤 12600/300000 | 总损失: 0.1645 | 关联损失: 0.1490 | 关联准确率: 92.8% | 滤波损失: 0.0154 | 位置误差: 1408.7m | LR: 1.00e-04
步骤 12700/300000 | 总损失: 0.1553 | 关联损失: 0.1455 | 关联准确率: 93.6% | 滤波损失: 0.0098 | 位置误差: 1398.1m | LR: 1.00e-04
步骤 12800/300000 | 总损失: 0.1278 | 关联损失: 0.1190 | 关联准确率: 94.4% | 滤波损失: 0.0088 | 位置误差: 1165.5m | LR: 1.00e-04
步骤 12900/300000 | 总损失: 0.1706 | 关联损失: 0.1621 | 关联准确率: 92.4% | 滤波损失: 0.0085 | 位置误差: 1485.1m | LR: 1.00e-04
步骤 13000/300000 | 总损失: 0.1384 | 关联损失: 0.1275 | 关联准确率: 94.5% | 滤波损失: 0.0110 | 位置误差: 1457.4m | LR: 1.00e-04
